"CATCH_COMP_ID","EVENT_ID","RACE_CODE","SPECIES_NAME_FIELD","COMMON_NAME","SCIENTIFIC_NAME","SCAL_SIZE_CLASS","CONDITION_CODE_RII","COUNT","SAMPLE_WT_KG","SAMPLE_TYPE","SAMPLER","BASKET_ID"
5725160,"2017D06061","99997","unsorted catch and debris","unsorted catch and debris",,,,,30.160000,"1","JDM, NWN, MMB, SRW",
5725161,"2017D06061","99997","unsorted catch and debris","unsorted catch and debris",,,,,27.280000,"1","JDM, NWN, MMB, SRW",
5725162,"2017D06061","99997","unsorted catch and debris","unsorted catch and debris",,,,,33.340000,"1","JDM, NWN, MMB, SRW",
5725163,"2017D06061","10180","sole, dover","sole, dover","Microstomus pacificus",,,1,0.040000,"1","JDM, NWN, MMB, SRW",
5725164,"2017D06062","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",4,1.480000,"1","JDM, NWN, MMB, SRW",
5725165,"2017D06062","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",2,0.001000,"1","JDM, NWN, MMB, SRW",
5725166,"2017D06062","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"52",1,0.200000,"1","JDM, NWN, MMB, SRW",
5725167,"2017D06062","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,4.320000,"1","JDM, NWN, MMB, SRW",
5725168,"2017D06062","99997","unsorted catch and debris","unsorted catch and debris",,,,,27.360000,"1","JDM, NWN, MMB, SRW",
5725169,"2017D06062","68560","crab, Tanner, bairdi","crab, Tanner, bairdi","Chionoecetes bairdi",,,8,0.210000,"2","JDM, NWN, MMB, SRW",
5725170,"2017D06062","99997","unsorted catch and debris","unsorted catch and debris",,,,,6.380000,"2","JDM, NWN, MMB, SRW",
5725171,"2017D06062","99997","unsorted catch and debris","unsorted catch and debris",,,,,36.520000,"1","JDM, NWN, MMB, SRW",
5725172,"2017D06062","99997","unsorted catch and debris","unsorted catch and debris",,,,,8.360000,"1","JDM, NWN, MMB, SRW",
5725173,"2017D06062","68020","crab, Dungeness","crab, Dungeness","Cancer magister",,,1,0.200000,"1","JDM, NWN, MMB, SRW",
5725174,"2017D06062","21740","pollock, walleye","pollock, walleye","Theragra chalcogramma",,,2,0.030000,"1","JDM, NWN, MMB, SRW",
5725175,"2017D06062","10285","flounder, Alaska plaice","flounder, Alaska plaice","Pleuronectes quadrituberculatus",,,2,2.620000,"1","JDM, NWN, MMB, SRW",
5725176,"2017D06062","10220","flounder, starry","flounder, starry","Platichthys stellatus",,,2,1.240000,"1","JDM, NWN, MMB, SRW",
5725177,"2017D06062","10130","sole, flathead","sole, flathead","Hippoglossoides elassodon",,,1,0.340000,"1","JDM, NWN, MMB, SRW",
5725178,"2017D06062","10200","sole, rex","sole, rex","Glyptocephalus zachirus",,,1,0.030000,"1","JDM, NWN, MMB, SRW",
5725179,"2017D06062","10180","sole, dover","sole, dover","Microstomus pacificus",,,1,0.030000,"1","JDM, NWN, MMB, SRW",
5725180,"2017D06063","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,0.180000,"1","JDM, NWN, MMB, SRW",
5725181,"2017D06063","99997","unsorted catch and debris","unsorted catch and debris",,,,,25.740000,"1","JDM, NWN, MMB, SRW",
5725182,"2017D06063","68560","crab, Tanner, bairdi","crab, Tanner, bairdi","Chionoecetes bairdi",,,1,0.010000,"2","JDM, NWN, MMB, SRW",
5725183,"2017D06063","99997","unsorted catch and debris","unsorted catch and debris",,,,,24.580000,"1","JDM, NWN, MMB, SRW",
5725184,"2017D06063","99997","unsorted catch and debris","unsorted catch and debris",,,,,28.660000,"1","JDM, NWN, MMB, SRW",
5725185,"2017D06063","99997","unsorted catch and debris","unsorted catch and debris",,,,,24.860000,"1","JDM, NWN, MMB, SRW",
5725186,"2017D06063","99997","unsorted catch and debris","unsorted catch and debris",,,,,30.040000,"1","JDM, NWN, MMB, SRW",
5725187,"2017D06063","99997","unsorted catch and debris","unsorted catch and debris",,,,,27.880000,"1","JDM, NWN, MMB, SRW",
5725188,"2017D06063","99997","unsorted catch and debris","unsorted catch and debris",,,,,36.620000,"1","JDM, NWN, MMB, SRW",
5725189,"2017D06063","99997","unsorted catch and debris","unsorted catch and debris",,,,,39.860000,"1","JDM, NWN, MMB, SRW",
5725190,"2017D06063","99997","unsorted catch and debris","unsorted catch and debris",,,,,29.800000,"1","JDM, NWN, MMB, SRW",
5725191,"2017D06063","99997","unsorted catch and debris","unsorted catch and debris",,,,,31.140000,"1","JDM, NWN, MMB, SRW",
5725192,"2017D06063","99997","unsorted catch and debris","unsorted catch and debris",,,,,23.080000,"1","JDM, NWN, MMB, SRW",
5725193,"2017D06063","99997","unsorted catch and debris","unsorted catch and debris",,,,,31.150000,"1","JDM, NWN, MMB, SRW",
5725194,"2017D06063","99997","unsorted catch and debris","unsorted catch and debris",,,,,26.250000,"1","JDM, NWN, MMB, SRW",
5725195,"2017D06063","99997","unsorted catch and debris","unsorted catch and debris",,,,,32.250000,"1","JDM, NWN, MMB, SRW",
5725196,"2017D06063","99997","unsorted catch and debris","unsorted catch and debris",,,,,15.300000,"2","JDM, NWN, MMB, SRW",
5725197,"2017D06063","99997","unsorted catch and debris","unsorted catch and debris",,,,,39.400000,"1","JDM, NWN, MMB, SRW",
5725198,"2017D06063","99997","unsorted catch and debris","unsorted catch and debris",,,,,28.750000,"1","JDM, NWN, MMB, SRW",
5725199,"2017D06063","421","Big skate egg case","Big skate egg case","Raja binoculata egg case",,"01",1,0.430000,"1","JDM, NWN, MMB, SRW",
5725200,"2017D06063","441","longnose skate egg case","longnose skate egg case","raja rhina egg case",,"99",7,0.550000,"1","JDM, NWN, MMB, SRW",
5725201,"2017D06063","441","longnose skate egg case","longnose skate egg case","raja rhina egg case",,,1,0.180000,"1","JDM, NWN, MMB, SRW",
5725202,"2017D06063","10260","sole, rock","sole, rock","Paraplagusia bilineata",,,3,0.510000,"1","JDM, NWN, MMB, SRW",
5725203,"2017D06063","10210","sole, yellowfin","sole, yellowfin","Limanda aspera",,,3,1.570000,"1","JDM, NWN, MMB, SRW",
5725204,"2017D06063","10180","sole, dover","sole, dover","Microstomus pacificus",,,4,0.120000,"1","JDM, NWN, MMB, SRW",
5725205,"2017D06063","10130","sole, flathead","sole, flathead","Hippoglossoides elassodon",,,1,0.010000,"1","JDM, NWN, MMB, SRW",
5725206,"2017D06063","10200","sole, rex","sole, rex","Glyptocephalus zachirus",,,1,0.030000,"1","JDM, NWN, MMB, SRW",
5725207,"2017D06064","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,1.400000,"1","JDM, NWN, MMB, SRW",
5725208,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,23.940000,"1","JDM, NWN, MMB, SRW",
5725209,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,28.380000,"1","JDM, NWN, MMB, SRW",
5725210,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,26.280000,"1","JDM, NWN, MMB, SRW",
5725211,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,28.280000,"1","JDM, NWN, MMB, SRW",
5725212,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,32.340000,"1","JDM, NWN, MMB, SRW",
5725213,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,24.800000,"1","JDM, NWN, MMB, SRW",
5725214,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,24.700000,"1","JDM, NWN, MMB, SRW",
5725215,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,26.120000,"1","JDM, NWN, MMB, SRW",
5725216,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,24.300000,"1","JDM, NWN, MMB, SRW",
5725217,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,30.320000,"1","JDM, NWN, MMB, SRW",
5725218,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,27.900000,"1","JDM, NWN, MMB, SRW",
5725219,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,27.420000,"1","JDM, NWN, MMB, SRW",
5725220,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,31.260000,"1","JDM, NWN, MMB, SRW",
5725221,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,22.640000,"1","JDM, NWN, MMB, SRW",
5725222,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,24.180000,"1","JDM, NWN, MMB, SRW",
5725223,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,33.500000,"1","JDM, NWN, MMB, SRW",
5725224,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,26.900000,"1","JDM, NWN, MMB, SRW",
5725225,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,26.580000,"1","JDM, NWN, MMB, SRW",
5725226,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,21.880000,"1","JDM, NWN, MMB, SRW",
5725227,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,24.580000,"1","JDM, NWN, MMB, SRW",
5725228,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,26.100000,"1","JDM, NWN, MMB, SRW",
5725229,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,31.760000,"1","JDM, NWN, MMB, SRW",
5725230,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,28.320000,"1","JDM, NWN, MMB, SRW",
5725231,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,26.260000,"1","JDM, NWN, MMB, SRW",
5725232,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,20.860000,"1","JDM, NWN, MMB, SRW",
5725233,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,34.560000,"1","JDM, NWN, MMB, SRW",
5725234,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,33.000000,"1","JDM, NWN, MMB, SRW",
5725235,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,31.700000,"1","JDM, NWN, MMB, SRW",
5725236,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,26.740000,"1","JDM, NWN, MMB, SRW",
5725237,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,20.460000,"1","JDM, NWN, MMB, SRW",
5725238,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,35.960000,"1","JDM, NWN, MMB, SRW",
5725239,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,20.440000,"1","JDM, NWN, MMB, SRW",
5725240,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,23.600000,"1","JDM, NWN, MMB, SRW",
5725241,"2017D06064","99997","unsorted catch and debris","unsorted catch and debris",,,,,24.820000,"1","JDM, NWN, MMB, SRW",
5725242,"2017D06064","421","Big skate egg case","Big skate egg case","Raja binoculata egg case",,"99",1,0.120000,"1","JDM, NWN, MMB, SRW",
5725243,"2017D06064","441","longnose skate egg case","longnose skate egg case","raja rhina egg case",,"01",2,0.300000,"1","JDM, NWN, MMB, SRW",
5725244,"2017D06064","441","longnose skate egg case","longnose skate egg case","raja rhina egg case",,"99",10,0.850000,"1","JDM, NWN, MMB, SRW",
5725245,"2017D06064","10120","halibut, Pacific","halibut, Pacific","Hippoglossus stenolepis",,,1,0.150000,"1","JDM, NWN, MMB, SRW",
5725246,"2017D06064","10180","sole, dover","sole, dover","Microstomus pacificus",,,6,0.240000,"1","JDM, NWN, MMB, SRW",
5725247,"2017D06064","10260","sole, rock","sole, rock","Paraplagusia bilineata",,,7,1.350000,"1","JDM, NWN, MMB, SRW",
5725248,"2017D06064","21740","pollock, walleye","pollock, walleye","Theragra chalcogramma",,,1,0.060000,"1","JDM, NWN, MMB, SRW",
5725249,"2017D06065","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",1,0.020000,"1","JDM, NWN, MMB, SRW",
5725250,"2017D06065","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,0.820000,"1","JDM, NWN, MMB, SRW",
5725251,"2017D06065","99997","unsorted catch and debris","unsorted catch and debris",,,,,16.460000,"1","JDM, NWN, MMB, SRW",
5725252,"2017D06065","68560","crab, Tanner, bairdi","crab, Tanner, bairdi","Chionoecetes bairdi",,,38,0.100000,"2","JDM, NWN, MMB, SRW",
5725253,"2017D06065","99997","unsorted catch and debris","unsorted catch and debris",,,,,5.460000,"2","JDM, NWN, MMB, SRW",
5725254,"2017D06065","80160","sunflower sea star","sunflower sea star","Pycnopodia helianthoides",,,1,1.860000,"1","JDM, NWN, MMB, SRW",
5725255,"2017D06065","99997","unsorted catch and debris","unsorted catch and debris",,,,,3.340000,"1","JDM, NWN, MMB, SRW",
5725256,"2017D06065","10130","sole, flathead","sole, flathead","Hippoglossoides elassodon",,,1,0.220000,"1","JDM, NWN, MMB, SRW",
5725257,"2017D06065","435","Sandpaper Skate","Sandpaper Skate","Bathyraja interrupta",,,2,0.440000,"1","JDM, NWN, MMB, SRW",
5725258,"2017D06065","435","Sandpaper Skate","Sandpaper Skate","Bathyraja interrupta",,,2,0.100000,"1","JDM, NWN, MMB, SRW",
5725259,"2017D06065","441","longnose skate egg case","longnose skate egg case","raja rhina egg case",,"01",1,0.150000,"1","JDM, NWN, MMB, SRW",
5725260,"2017D06065","436","sandpaper skate egg case","sandpaper skate egg case","Bathyraja interrupta egg case",,"99",3,0.100000,"1","JDM, NWN, MMB, SRW",
5725261,"2017D06067","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",10,1.660000,"1","JDM, NWN, MMB, SRW",
5725262,"2017D06067","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",15,2.210000,"1","JDM, NWN, MMB, SRW",
5725263,"2017D06067","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",10,0.390000,"1","JDM, NWN, MMB, SRW",
5725264,"2017D06067","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",27,1.280000,"1","JDM, NWN, MMB, SRW",
5725265,"2017D06067","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,0.580000,"1","JDM, NWN, MMB, SRW",
5725266,"2017D06067","99997","unsorted catch and debris","unsorted catch and debris",,,,,11.820000,"1","JDM, NWN, MMB, SRW",
5725267,"2017D06067","68560","crab, Tanner, bairdi","crab, Tanner, bairdi","Chionoecetes bairdi",,,65,4.720000,"1","JDM, NWN, MMB, SRW",
5725268,"2017D06067","441","longnose skate egg case","longnose skate egg case","raja rhina egg case",,"99",1,0.050000,"1","JDM, NWN, MMB, SRW",
5725269,"2017D06067","10180","sole, dover","sole, dover","Microstomus pacificus",,,2,0.070000,"1","JDM, NWN, MMB, SRW",
5725270,"2017D06067","10200","sole, rex","sole, rex","Glyptocephalus zachirus",,,1,0.040000,"1","JDM, NWN, MMB, SRW",
5725271,"2017D06067","10285","flounder, Alaska plaice","flounder, Alaska plaice","Pleuronectes quadrituberculatus",,,1,1.030000,"1","JDM, NWN, MMB, SRW",
5725272,"2017D06067","10130","sole, flathead","sole, flathead","Hippoglossoides elassodon",,,8,2.220000,"1","JDM, NWN, MMB, SRW",
5725273,"2017D06067","10110","flounder, arrowtooth","flounder, arrowtooth","Reinhardtius stomias",,,1,0.030000,"1","JDM, NWN, MMB, SRW",
5725274,"2017D06068","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",10,1.730000,"1","JDM, NWN, MMB, SRW",
5725275,"2017D06068","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",9,1.390000,"1","JDM, NWN, MMB, SRW",
5725276,"2017D06068","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",10,0.600000,"1","JDM, NWN, MMB, SRW",
5725277,"2017D06068","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",32,1.530000,"1","JDM, NWN, MMB, SRW",
5725278,"2017D06068","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",18,1.100000,"1","JDM, NWN, MMB, SRW",
5725279,"2017D06068","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"52",2,0.220000,"1","JDM, NWN, MMB, SRW",
5725280,"2017D06068","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,0.540000,"1","JDM, NWN, MMB, SRW",
5725281,"2017D06068","99997","unsorted catch and debris","unsorted catch and debris",,,,,19.200000,"1","JDM, NWN, MMB, SRW",
5725282,"2017D06068","68560","crab, Tanner, bairdi","crab, Tanner, bairdi","Chionoecetes bairdi",,,27,0.250000,"2","JDM, NWN, MMB, SRW",
5725283,"2017D06068","99997","unsorted catch and debris","unsorted catch and debris",,,,,4.130000,"2","JDM, NWN, MMB, SRW",
5725284,"2017D06068","68560","crab, Tanner, bairdi","crab, Tanner, bairdi","Chionoecetes bairdi",,,2,1.140000,"1","JDM, NWN, MMB, SRW",
5725285,"2017D06068","10180","sole, dover","sole, dover","Microstomus pacificus",,,3,0.300000,"1","JDM, NWN, MMB, SRW",
5725286,"2017D06068","10130","sole, flathead","sole, flathead","Hippoglossoides elassodon",,,3,0.590000,"1","JDM, NWN, MMB, SRW",
5725287,"2017D06069","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,1.500000,"1","JDM, NWN, MMB, SRW",
5725288,"2017D06069","99997","unsorted catch and debris","unsorted catch and debris",,,,,24.520000,"1","JDM, NWN, MMB, SRW",
5725289,"2017D06069","68560","crab, Tanner, bairdi","crab, Tanner, bairdi","Chionoecetes bairdi",,,14,0.020000,"2","JDM, NWN, MMB, SRW",
5725290,"2017D06069","99997","unsorted catch and debris","unsorted catch and debris",,,,,14.000000,"2","JDM, NWN, MMB, SRW",
5725291,"2017D06069","99997","unsorted catch and debris","unsorted catch and debris",,,,,12.850000,"1","JDM, NWN, MMB, SRW",
5725292,"2017D06069","99997","unsorted catch and debris","unsorted catch and debris",,,,,18.680000,"1","JDM, NWN, MMB, SRW",
5725293,"2017D06069","99997","unsorted catch and debris","unsorted catch and debris",,,,,20.520000,"1","JDM, NWN, MMB, SRW",
5725294,"2017D06069","99997","unsorted catch and debris","unsorted catch and debris",,,,,23.120000,"1","JDM, NWN, MMB, SRW",
5725295,"2017D06069","99997","unsorted catch and debris","unsorted catch and debris",,,,,16.300000,"1","JDM, NWN, MMB, SRW",
5725296,"2017D06069","99997","unsorted catch and debris","unsorted catch and debris",,,,,18.400000,"1","JDM, NWN, MMB, SRW",
5725297,"2017D06069","99997","unsorted catch and debris","unsorted catch and debris",,,,,12.780000,"1","JDM, NWN, MMB, SRW",
5725298,"2017D06069","99997","unsorted catch and debris","unsorted catch and debris",,,,,22.120000,"1","JDM, NWN, MMB, SRW",
5725299,"2017D06069","99997","unsorted catch and debris","unsorted catch and debris",,,,,23.700000,"1","JDM, NWN, MMB, SRW",
5725300,"2017D06069","99997","unsorted catch and debris","unsorted catch and debris",,,,,19.420000,"1","JDM, NWN, MMB, SRW",
5725301,"2017D06069","99997","unsorted catch and debris","unsorted catch and debris",,,,,25.020000,"1","JDM, NWN, MMB, SRW",
5725302,"2017D06069","99997","unsorted catch and debris","unsorted catch and debris",,,,,12.220000,"1","JDM, NWN, MMB, SRW",
5725303,"2017D06069","99997","unsorted catch and debris","unsorted catch and debris",,,,,18.900000,"1","JDM, NWN, MMB, SRW",
5725304,"2017D06069","99997","unsorted catch and debris","unsorted catch and debris",,,,,21.400000,"1","JDM, NWN, MMB, SRW",
5725305,"2017D06069","99997","unsorted catch and debris","unsorted catch and debris",,,,,18.400000,"1","JDM, NWN, MMB, SRW",
5725306,"2017D06069","99997","unsorted catch and debris","unsorted catch and debris",,,,,17.350000,"1","JDM, NWN, MMB, SRW",
5725307,"2017D06069","99997","unsorted catch and debris","unsorted catch and debris",,,,,21.600000,"1","JDM, NWN, MMB, SRW",
5725308,"2017D06069","99997","unsorted catch and debris","unsorted catch and debris",,,,,15.700000,"1","JDM, NWN, MMB, SRW",
5725309,"2017D06069","10200","sole, rex","sole, rex","Glyptocephalus zachirus",,,3,0.060000,"1","JDM, NWN, MMB, SRW",
5725310,"2017D06069","10260","sole, rock","sole, rock","Paraplagusia bilineata",,,1,0.020000,"1","JDM, NWN, MMB, SRW",
5725311,"2017D06069","10180","sole, dover","sole, dover","Microstomus pacificus",,,3,0.060000,"1","JDM, NWN, MMB, SRW",
5725312,"2017D06069","10130","sole, flathead","sole, flathead","Hippoglossoides elassodon",,,1,0.010000,"1","JDM, NWN, MMB, SRW",
5725313,"2017D06069","71012","giant orange tochui","giant orange tochui","Tochuina tetraquetra",,,1,2.400000,"1","JDM, NWN, MMB, SRW",
5725314,"2017D06069","441","longnose skate egg case","longnose skate egg case","raja rhina egg case",,"01",1,0.070000,"2","JDM, NWN, MMB, SRW",
5725315,"2017D06069","441","longnose skate egg case","longnose skate egg case","raja rhina egg case",,"99",2,0.150000,"2","JDM, NWN, MMB, SRW",
5725316,"2017D06070","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",10,0.240000,"1","JDM, NWN, MMB, SRW",
5725317,"2017D06070","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",1,0.002000,"1","JDM, NWN, MMB, SRW",
5725318,"2017D06070","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,0.580000,"1","JDM, NWN, MMB, SRW",
5725319,"2017D06070","99997","unsorted catch and debris","unsorted catch and debris",,,,,14.320000,"1","JDM, NWN, MMB, SRW",
5725320,"2017D06070","68560","crab, Tanner, bairdi","crab, Tanner, bairdi","Chionoecetes bairdi",,,25,0.440000,"2","JDM, NWN, MMB, SRW",
5725321,"2017D06070","99997","unsorted catch and debris","unsorted catch and debris",,,,,5.530000,"2","JDM, NWN, MMB, SRW",
5725322,"2017D06070","441","longnose skate egg case","longnose skate egg case","raja rhina egg case",,"99",1,0.020000,"1","JDM, NWN, MMB, SRW",
5725323,"2017D06070","10200","sole, rex","sole, rex","Glyptocephalus zachirus",,,4,0.120000,"1","JDM, NWN, MMB, SRW",
5725324,"2017D06070","10130","sole, flathead","sole, flathead","Hippoglossoides elassodon",,,6,0.060000,"1","JDM, NWN, MMB, SRW",
5725325,"2017D06070","10180","sole, dover","sole, dover","Microstomus pacificus",,,8,0.340000,"1","JDM, NWN, MMB, SRW",
5725326,"2017D06070","421","Big skate egg case","Big skate egg case","Raja binoculata egg case",,"99",1,0.010000,"1","JDM, NWN, MMB, SRW",
5725327,"2017D06071","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",3,0.380000,"1","JDM, NWN, MMB, SRW",
5725328,"2017D06071","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","1","01",10,1.820000,"1","JDM, NWN, MMB, SRW",
5725329,"2017D06071","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",10,0.300000,"1","JDM, NWN, MMB, SRW",
5725330,"2017D06071","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus","2","01",6,0.240000,"1","JDM, NWN, MMB, SRW",
5725331,"2017D06071","74120","scallop, weathervane","scallop, weathervane","Patinopecten caurinus",,"99",,0.150000,"1","JDM, NWN, MMB, SRW",
5725332,"2017D06071","99997","unsorted catch and debris","unsorted catch and debris",,,,,8.200000,"1","JDM, NWN, MMB, SRW",
5725333,"2017D06071","68560","crab, Tanner, bairdi","crab, Tanner, bairdi","Chionoecetes bairdi",,,40,0.390000,"1","JDM, NWN, MMB, SRW",
5725334,"2017D06071","10180","sole, dover","sole, dover","Microstomus pacificus",,,5,0.300000,"1","JDM, NWN, MMB, SRW",
5725335,"2017D06071","10130","sole, flathead","sole, flathead","Hippoglossoides elassodon",,,1,0.010000,"1","JDM, NWN, MMB, SRW",
5725336,"2017D06071","10200","sole, rex","sole, rex","Glyptocephalus zachirus",,,1,0.030000,"1","JDM, NWN, MMB, SRW",
5725337,"2017D08001","99997","Unsorted catch and debris","unsorted catch and debris",,,,,2.660000,"1","QTS, RMB, JMB",
5725338,"2017D08001","99997","Unsorted catch and debris","unsorted catch and debris",,,,,22.160000,"1","QTS, RMB, JMB",
5725339,"2017D08001","74120","Weathervane Scallop","scallop, weathervane","Patinopecten caurinus","1","01",10,2.220000,"1","QTS, RMB, JMB",
5725340,"2017D08001","74120","Weathervane Scallop","scallop, weathervane","Patinopecten caurinus","1","01",22,4.600000,"1","QTS, RMB, JMB",
5725341,"2017D08001","74120","Weathervane Scallop","scallop, weathervane","Patinopecten caurinus","2","01",1,0.100000,"1","QTS, RMB, JMB",
5725342,"2017D08001","74120","Empty_Shells, Scallop","scallop, weathervane","Patinopecten caurinus",,"99",,1.180000,"1","QTS, RMB, JMB",
5725343,"2017D08001","10130","Flathead_Sole","sole, flathead","Hippoglossoides elassodon",,,2,0.800000,"1","QTS, RMB, JMB",
5725344,"2017D08002","99997","Unsorted catch and debris","unsorted catch and debris",,,,,15.800000,"1","QTS, RMB, JMB",
5725345,"2017D08002","99997","Unsorted catch and debris","unsorted catch and debris",,,,,17.520000,"1","QTS, RMB, JMB",
5725346,"2017D08002","78010","Octopus","octopus unident.","Octopodidae",,,1,0.160000,"1","QTS, RMB, JMB",
5725347,"2017D08002","74120","Weathervane Scallop","scallop, weathervane","Patinopecten caurinus","1","01",9,2.540000,"1","QTS, RMB, JMB",
5725348,"2017D08002","74120","Empty_Shells, Scallop","scallop, weathervane","Patinopecten caurinus",,"99",,0.640000,"1","QTS, RMB, JMB",
5725349,"2017D08002","400","Skate_Unk","skate unid","Rajidae unident.",,,1,0.160000,"1","QTS, RMB, JMB",
5725350,"2017D08003","99997","Unsorted catch and debris","unsorted catch and debris",,,,,22.200000,"1","QTS, RMB, JMB",
5725351,"2017D08003","99997","Unsorted catch and debris","unsorted catch and debris",,,,,26.500000,"1","QTS, RMB, JMB",
5725352,"2017D08003","74120","Weathervane Scallop","scallop, weathervane","Patinopecten caurinus","1","01",30,9.400000,"1","QTS, RMB, JMB",
5725353,"2017D08003","74120","Weathervane Scallop","scallop, weathervane","Patinopecten caurinus","2","01",1,0.040000,"1","QTS, RMB, JMB",
5725354,"2017D08003","74120","Clappers","scallop, weathervane","Patinopecten caurinus",,"52",1,0.020000,"1","QTS, RMB, JMB",
5725355,"2017D08003","74120","Empty_Shells, Scallop","scallop, weathervane","Patinopecten caurinus",,"99",,0.020000,"1","QTS, RMB, JMB",
5725356,"2017D08004","99997","Unsorted catch and debris","unsorted catch and debris",,,,,49.100000,"1","QTS, RMB, JMB",
5725357,"2017D08004","80160","Pychnopodia","sunflower sea star","Pycnopodia helianthoides",,,1,1.420000,"1","QTS, RMB, JMB",
5725358,"2017D08004","74120","Weathervane Scallop","scallop, weathervane","Patinopecten caurinus","1","01",21,5.840000,"1","QTS, RMB, JMB",
5725359,"2017D08004","74120","Weathervane Scallop","scallop, weathervane","Patinopecten caurinus","2","01",1,0.010000,"1","QTS, RMB, JMB",
5725360,"2017D08004","74120","Clappers","scallop, weathervane","Patinopecten caurinus",,"52",2,0.220000,"1","QTS, RMB, JMB",
5725361,"2017D08004","74120","Empty_Shells, Scallop","scallop, weathervane","Patinopecten caurinus",,"99",,0.460000,"1","QTS, RMB, JMB",
5725362,"2017D08004","10130","Flathead_Sole","sole, flathead","Hippoglossoides elassodon",,,1,0.260000,"1","QTS, RMB, JMB",
5725363,"2017D08005","99997","Unsorted catch and debris","unsorted catch and debris",,,,,12.180000,"1","QTS, RMB, JMB",
5725364,"2017D08005","99997","Unsorted catch and debris","unsorted catch and debris",,,,,16.300000,"1","QTS, RMB, JMB",
